time_stamp,function,phase,has_anomaly
7.5333, -0.26899272,3.351032e+00,1
7.5667, -0.44677588,3.560472e+00,1
7.6000, -0.56121760,3.769911e+00,1
7.6333, -0.65982596,3.979351e+00,1
7.6667, -0.88066097,4.188790e+00,1
7.7000, -1.03695776,4.398230e+00,1
7.7333, -0.99452190,4.607669e+00,0
7.7667, -0.99452190,4.817109e+00,0
7.8000, -0.87104989,5.026548e+00,1
7.8333, -0.82881964,5.235988e+00,1
7.8667, -0.83633974,5.445427e+00,1
7.9000, -0.62235587,5.654867e+00,1
7.9333, -0.34077489,5.864306e+00,1
7.9667, -0.24925515,6.073746e+00,1
8.0000, -0.06729690,0,1
8.0333,  0.27242724,2.094395e-01,1
8.0667,  0.40673664,4.188790e-01,0
8.1000,  0.53117668,6.283185e-01,1
8.1333,  0.70830575,8.377580e-01,1
8.1667,  0.84084535,1.047198e+00,1
8.2000,  0.95105652,1.256637e+00,0
8.2333,  0.96613746,1.466077e+00,1
8.2667,  1.05890402,1.675516e+00,1
8.3000,  0.99761648,1.884956e+00,1
8.3333,  0.83178990,2.094395e+00,1
8.3667,  0.61746374,2.303835e+00,1
8.4000,  0.48576059,2.513274e+00,1
8.4333,  0.47871560,2.722714e+00,1
8.4667,  0.14672360,2.932153e+00,1
8.5000,  0.12794133,3.141593e+00,1
8.5333, -0.12867712,3.351032e+00,1
8.5667, -0.38899808,3.560472e+00,1
8.6000, -0.54882788,3.769911e+00,1
8.6333, -0.74314483,3.979351e+00,0
8.6667, -0.86602540,4.188790e+00,0
8.7000, -0.93271318,4.398230e+00,1
8.7333, -1.01233663,4.607669e+00,1
8.7667, -0.94133954,4.817109e+00,1
8.8000, -1.01549496,5.026548e+00,1
8.8333, -0.96147946,5.235988e+00,1
8.8667, -0.72835545,5.445427e+00,1
8.9000, -0.61867361,5.654867e+00,1
8.9333, -0.37852938,5.864306e+00,1
8.9667, -0.24505614,6.073746e+00,1
9.0000, -0.02156515,0,1
9.0333,  0.27271214,2.094395e-01,1
9.0667,  0.30052908,4.188790e-01,1
9.1000,  0.55127638,6.283185e-01,1
9.1333,  0.74314483,8.377580e-01,0
9.1667,  0.86602540,1.047198e+00,0
9.2000,  0.98448692,1.256637e+00,1
9.2333,  0.93541052,1.466077e+00,1
9.2667,  0.98401599,1.675516e+00,1
9.3000,  0.96108111,1.884956e+00,1
9.3333,  0.85219043,2.094395e+00,1
9.3667,  0.82035214,2.303835e+00,1
9.4000,  0.62480805,2.513274e+00,1
9.4333,  0.50446780,2.722714e+00,1
9.4667,  0.34856330,2.932153e+00,1
9.5000,  0.00000000,3.141593e+00,0
9.5333, -0.26588303,3.351032e+00,1
9.5667, -0.42346700,3.560472e+00,1
9.6000, -0.56471000,3.769911e+00,1
9.6333, -0.74314483,3.979351e+00,0
9.6667, -0.94669974,4.188790e+00,1
9.7000, -0.90590024,4.398230e+00,1
9.7333, -1.05761628,4.607669e+00,1
9.7667, -0.99452190,4.817109e+00,0
9.8000, -0.99791302,5.026548e+00,1
9.8333, -0.79658149,5.235988e+00,1
9.8667, -0.74314483,5.445427e+00,0
9.9000, -0.44171106,5.654867e+00,1
9.9333, -0.44495795,5.864306e+00,1
9.9667, -0.24412410,6.073746e+00,1
10.0000, -0.02049946,0,1
10.0333,  0.16756566,2.094395e-01,1
10.0667,  0.43530595,4.188790e-01,1
10.1000,  0.60575484,6.283185e-01,1
10.1333,  0.75766481,8.377580e-01,1
10.1667,  0.80793098,1.047198e+00,1
10.2000,  1.00053319,1.256637e+00,1
10.2333,  0.99452190,1.466077e+00,0
10.2667,  1.06029595,1.675516e+00,1
10.3000,  1.00576379,1.884956e+00,1
10.3333,  0.84713329,2.094395e+00,1
10.3667,  0.69796552,2.303835e+00,1
10.4000,  0.49310646,2.513274e+00,1
10.4333,  0.50582170,2.722714e+00,1
10.4667,  0.13706480,2.932153e+00,1
10.5000, -0.02259123,3.141593e+00,1
10.5333, -0.29601709,3.351032e+00,1
10.5667, -0.39631106,3.560472e+00,1
10.6000, -0.58778525,3.769911e+00,0
10.6333, -0.76667531,3.979351e+00,1
10.6667, -0.93114911,4.188790e+00,1
10.7000, -0.97372634,4.398230e+00,1
10.7333, -0.96221324,4.607669e+00,1
10.7667, -1.02473133,4.817109e+00,1
10.8000, -0.89461288,5.026548e+00,1
10.8333, -0.81426729,5.235988e+00,1
10.8667, -0.76199591,5.445427e+00,1
10.9000, -0.54254434,5.654867e+00,1
10.9333, -0.35116901,5.864306e+00,1
10.9667, -0.31854848,6.073746e+00,1
11.0000, -0.02213913,6.283185e+00,1
11.0333,  0.23762901,2.094395e-01,1
11.0667,  0.55852458,4.188790e-01,1
11.1000,  0.58778525,6.283185e-01,0
11.1333,  0.71836876,8.377580e-01,1
11.1667,  0.78409272,1.047198e+00,1
11.2000,  0.93668555,1.256637e+00,1
11.2333,  1.02230432,1.466077e+00,1
11.2667,  1.02206848,1.675516e+00,1
11.3000,  0.95105652,1.884956e+00,0
11.3333,  0.92855049,2.094395e+00,1
11.3667,  0.88136746,2.303835e+00,1
11.4000,  0.71549329,2.513274e+00,1
11.4333,  0.29735990,2.722714e+00,1
11.4667,  0.35394241,2.932153e+00,1
11.5000,  0.00000000,3.141593e+00,0
11.5333, -0.23764376,3.351032e+00,1
11.5667, -0.41809388,3.560472e+00,1
11.6000, -0.58778525,3.769911e+00,0
11.6333, -0.75796142,3.979351e+00,1
11.6667, -0.84309963,4.188790e+00,1
11.7000, -0.96656192,4.398230e+00,1
11.7333, -0.94197388,4.607669e+00,1
11.7667, -1.07217263,4.817109e+00,1
11.8000, -0.97458866,5.026548e+00,1
11.8333, -0.81450670,5.235988e+00,1
11.8667, -0.75851569,5.445427e+00,1
11.9000, -0.65076276,5.654867e+00,1
11.9333, -0.34375014,5.864306e+00,1
11.9667, -0.20791169,6.073746e+00,0
12.0000, -0.02743354,6.283185e+00,1
12.0333,  0.11362369,2.094395e-01,1
12.0667,  0.40673664,4.188790e-01,0
12.1000,  0.58778525,6.283185e-01,0
12.1333,  0.72640028,8.377580e-01,1
12.1667,  0.87930265,1.047198e+00,1
12.2000,  0.97104019,1.256637e+00,1
12.2333,  0.92013104,1.466077e+00,1
12.2667,  0.91202470,1.675516e+00,1
12.3000,  1.03935919,1.884956e+00,1
12.3333,  0.95186963,2.094395e+00,1
12.3667,  0.74314483,2.303835e+00,0
12.4000,  0.64660925,2.513274e+00,1
12.4333,  0.35736633,2.722714e+00,1
12.4667,  0.22483120,2.932153e+00,1
12.5000, -0.01647839,3.141593e+00,1
12.5333, -0.15469811,3.351032e+00,1
12.5667, -0.45601044,3.560472e+00,1
12.6000, -0.65638929,3.769911e+00,1
12.6333, -0.79981832,3.979351e+00,1
12.6667, -0.88547154,4.188790e+00,1
12.7000, -0.95105652,4.398230e+00,0
12.7333, -0.97187184,4.607669e+00,1
12.7667, -0.94310784,4.817109e+00,1
12.8000, -0.92664245,5.026548e+00,1
12.8333, -0.83024491,5.235988e+00,1
12.8667, -0.72498671,5.445427e+00,1
12.9000, -0.55446586,5.654867e+00,1
12.9333, -0.36761013,5.864306e+00,1
12.9667, -0.24772749,6.073746e+00,1
13.0000,  0.01957492,6.283185e+00,1
13.0333,  0.15955425,2.094395e-01,1
13.0667,  0.36474704,4.188790e-01,1
13.1000,  0.60268287,6.283185e-01,1
13.1333,  0.71074519,8.377580e-01,1
13.1667,  0.84290147,1.047198e+00,1
13.2000,  1.02532096,1.256637e+00,1
13.2333,  1.03146767,1.466077e+00,1
13.2667,  0.89406107,1.675516e+00,1
13.3000,  0.83299726,1.884956e+00,1
13.3333,  0.90759923,2.094395e+00,1
13.3667,  0.67197077,2.303835e+00,1
13.4000,  0.60774848,2.513274e+00,1
13.4333,  0.40673664,2.722714e+00,0
13.4667,  0.23298807,2.932153e+00,1
13.5000,  0.00000000,3.141593e+00,0
13.5333, -0.15251399,3.351032e+00,1
13.5667, -0.40673664,3.560472e+00,0
13.6000, -0.61443334,3.769911e+00,1
13.6333, -0.67518224,3.979351e+00,1
13.6667, -0.86602540,4.188790e+00,0
13.7000, -1.04927494,4.398230e+00,1
13.7333, -0.94572201,4.607669e+00,1
13.7667, -1.09335926,4.817109e+00,1
13.8000, -0.95105652,5.026548e+00,0
13.8333, -0.99853645,5.235988e+00,1
13.8667, -0.83044723,5.445427e+00,1
13.9000, -0.64376001,5.654867e+00,1
13.9333, -0.35452751,5.864306e+00,1
13.9667, -0.16818103,6.073746e+00,1
14.0000, -0.08340296,6.283185e+00,1
14.0333,  0.31289349,2.094395e-01,1
14.0667,  0.29707491,4.188790e-01,1
14.1000,  0.54899355,6.283185e-01,1
14.1333,  0.78361970,8.377580e-01,1
14.1667,  0.96953024,1.047198e+00,1
14.2000,  0.95105652,1.256637e+00,0
14.2333,  0.88614355,1.466077e+00,1
14.2667,  1.02973146,1.675516e+00,1
14.3000,  0.95105652,1.884956e+00,0
14.3333,  0.86602540,2.094395e+00,0
14.3667,  0.78518543,2.303835e+00,1
14.4000,  0.56797313,2.513274e+00,1
14.4333,  0.44462319,2.722714e+00,1
14.4667,  0.20791169,2.932153e+00,0
14.5000,  0.04868208,3.141593e+00,1
14.5333, -0.16972174,3.351032e+00,1
14.5667, -0.32286614,3.560472e+00,1
14.6000, -0.54715828,3.769911e+00,1
14.6333, -0.75482814,3.979351e+00,1
14.6667, -0.93534246,4.188790e+00,1
14.7000, -0.93740062,4.398230e+00,1
14.7333, -1.02173060,4.607669e+00,1
14.7667, -0.90448155,4.817109e+00,1
14.8000, -0.93561714,5.026548e+00,1
14.8333, -0.84426462,5.235988e+00,1
14.8667, -0.67468961,5.445427e+00,1
14.9000, -0.58778525,5.654867e+00,0
14.9333, -0.26743599,5.864306e+00,1
14.9667, -0.30072819,6.073746e+00,1
15.0000, -0.07055391,6.283185e+00,1
15.0333,  0.08299543,2.094395e-01,1
15.0667,  0.37604276,4.188790e-01,1
15.1000,  0.61550359,6.283185e-01,1
15.1333,  0.74314483,8.377580e-01,0
15.1667,  0.91289785,1.047198e+00,1
15.2000,  0.98591112,1.256637e+00,1
15.2333,  1.01689281,1.466077e+00,1
15.2667,  1.07423766,1.675516e+00,1
15.3000,  0.92258287,1.884956e+00,1
15.3333,  0.93902160,2.094395e+00,1
15.3667,  0.74314483,2.303835e+00,0
15.4000,  0.63726523,2.513274e+00,1
15.4333,  0.38183533,2.722714e+00,1
15.4667,  0.20791169,2.932153e+00,0
15.5000, -0.01183951,3.141593e+00,1
15.5333, -0.23971374,3.351032e+00,1
15.5667, -0.38967331,3.560472e+00,1
15.6000, -0.60658214,3.769911e+00,1
15.6333, -0.61722718,3.979351e+00,1
15.6667, -0.91022451,4.188790e+00,1
15.7000, -0.93611782,4.398230e+00,1
15.7333, -1.02366341,4.607669e+00,1
15.7667, -1.02687448,4.817109e+00,1
15.8000, -0.89129775,5.026548e+00,1
15.8333, -0.92442554,5.235988e+00,1
15.8667, -0.61439088,5.445427e+00,1
15.9000, -0.58778525,5.654867e+00,0
15.9333, -0.44567916,5.864306e+00,1
15.9667, -0.19202059,6.073746e+00,1
16.0000,  0.03082730,6.283185e+00,1
16.0333,  0.15417546,2.094395e-01,1
16.0667,  0.41721012,4.188790e-01,1
16.1000,  0.62091171,6.283185e-01,1
16.1333,  0.84331403,8.377580e-01,1
16.1667,  0.89589477,1.047198e+00,1
16.2000,  1.04699061,1.256637e+00,1
16.2333,  1.00976019,1.466077e+00,1
16.2667,  1.03256933,1.675516e+00,1
16.3000,  0.90522424,1.884956e+00,1
16.3333,  0.81526670,2.094395e+00,1
16.3667,  0.72976139,2.303835e+00,1
16.4000,  0.63383450,2.513274e+00,1
16.4333,  0.41736525,2.722714e+00,1
16.4667,  0.24184023,2.932153e+00,1
16.5000, -0.04921869,3.141593e+00,1
16.5333, -0.11533319,3.351032e+00,1
16.5667, -0.48842164,3.560472e+00,1
16.6000, -0.59875005,3.769911e+00,1
16.6333, -0.72836176,3.979351e+00,1
16.6667, -0.91591447,4.188790e+00,1
16.7000, -0.89737306,4.398230e+00,1
16.7333, -0.99452190,4.607669e+00,0
16.7667, -0.96212654,4.817109e+00,1
16.8000, -1.01712552,5.026548e+00,1
16.8333, -0.88579646,5.235988e+00,1
16.8667, -0.74314483,5.445427e+00,0
16.9000, -0.56159773,5.654867e+00,1
16.9333, -0.47489631,5.864306e+00,1
16.9667, -0.18488063,6.073746e+00,1
17.0000,  0.00000000,6.283185e+00,0
17.0333,  0.23675063,2.094395e-01,1
17.0667,  0.49762724,4.188790e-01,1
17.1000,  0.62086398,6.283185e-01,1
17.1333,  0.81249892,8.377580e-01,1
17.1667,  0.88501445,1.047198e+00,1
17.2000,  0.91340286,1.256637e+00,1
17.2333,  0.94828362,1.466077e+00,1
17.2667,  1.04668391,1.675516e+00,1
17.3000,  0.99408132,1.884956e+00,1
17.3333,  0.84399307,2.094395e+00,1
17.3667,  0.76171334,2.303835e+00,1
17.4000,  0.58778525,2.513274e+00,0
17.4333,  0.43196559,2.722714e+00,1
17.4667,  0.15380147,2.932153e+00,1
17.5000,  0.02695710,3.141593e+00,1
17.5333, -0.25278952,3.351032e+00,1
17.5667, -0.43142878,3.560472e+00,1
17.6000, -0.57222782,3.769911e+00,1
17.6333, -0.84115296,3.979351e+00,1
17.6667, -0.92595046,4.188790e+00,1
17.7000, -0.86430262,4.398230e+00,1
17.7333, -1.07613056,4.607669e+00,1
17.7667, -1.04023333,4.817109e+00,1
17.8000, -0.92858911,5.026548e+00,1
17.8333, -0.86602540,5.235988e+00,0
17.8667, -0.72560300,5.445427e+00,1
17.9000, -0.57703865,5.654867e+00,1
17.9333, -0.40673664,5.864306e+00,0
17.9667, -0.08939387,6.073746e+00,1
18.0000, -0.15170579,6.283185e+00,1
18.0333,  0.20791169,2.094395e-01,0
18.0667,  0.35497227,4.188790e-01,1
18.1000,  0.58778525,6.283185e-01,0
18.1333,  0.83240125,8.377580e-01,1
18.1667,  0.87882977,1.047198e+00,1
18.2000,  0.94088844,1.256637e+00,1
18.2333,  0.95901522,1.466077e+00,1
18.2667,  0.87476041,1.675516e+00,1
18.3000,  0.87270814,1.884956e+00,1
18.3333,  0.96814717,2.094395e+00,1
18.3667,  0.71692654,2.303835e+00,1
18.4000,  0.49607445,2.513274e+00,1
18.4333,  0.44557812,2.722714e+00,1
18.4667,  0.10436745,2.932153e+00,1
18.5000,  0.02550907,3.141593e+00,1
18.5333, -0.22505094,3.351032e+00,1
18.5667, -0.48637249,3.560472e+00,1
18.6000, -0.58778525,3.769911e+00,0
18.6333, -0.69747370,3.979351e+00,1
18.6667, -0.80056364,4.188790e+00,1
18.7000, -0.88736460,4.398230e+00,1
18.7333, -0.99452190,4.607669e+00,0
18.7667, -1.05638928,4.817109e+00,1
18.8000, -0.95105652,5.026548e+00,0
18.8333, -0.88812247,5.235988e+00,1
18.8667, -0.75489215,5.445427e+00,1
18.9000, -0.61886840,5.654867e+00,1
18.9333, -0.35183345,5.864306e+00,1
18.9667, -0.28530199,6.073746e+00,1
19.0000,  0.02939622,6.283185e+00,1
19.0333,  0.17913350,2.094395e-01,1
19.0667,  0.48615611,4.188790e-01,1
19.1000,  0.63607652,6.283185e-01,1
19.1333,  0.80240636,8.377580e-01,1
19.1667,  0.88762983,1.047198e+00,1
19.2000,  0.91380884,1.256637e+00,1
19.2333,  0.85222316,1.466077e+00,1
19.2667,  1.03550165,1.675516e+00,1
19.3000,  0.85706878,1.884956e+00,1
19.3333,  0.88749617,2.094395e+00,1
19.3667,  0.76060651,2.303835e+00,1
19.4000,  0.61458793,2.513274e+00,1
19.4333,  0.48210127,2.722714e+00,1
19.4667,  0.22693548,2.932153e+00,1
19.5000, -0.07225384,3.141593e+00,1
19.5333, -0.14389478,3.351032e+00,1
19.5667, -0.27345079,3.560472e+00,1
19.6000, -0.54547981,3.769911e+00,1
19.6333, -0.69557811,3.979351e+00,1
19.6667, -0.82102858,4.188790e+00,1
19.7000, -0.92777926,4.398230e+00,1
19.7333, -0.94326681,4.607669e+00,1
19.7667, -0.97585326,4.817109e+00,1
19.8000, -0.95105652,5.026548e+00,0
19.8333, -0.90715788,5.235988e+00,1
19.8667, -0.74314483,5.445427e+00,0
19.9000, -0.73090891,5.654867e+00,1
19.9333, -0.53944649,5.864306e+00,1
19.9667, -0.25855412,6.073746e+00,1
20.0000, -0.00000000,6.283185e+00,0
20.0333,  0.17808713,2.094395e-01,1
20.0667,  0.48025229,4.188790e-01,1
20.1000,  0.58778525,6.283185e-01,0
20.1333,  0.76154994,8.377580e-01,1
20.1667,  0.80481423,1.047198e+00,1
20.2000,  0.93353251,1.256637e+00,1
20.2333,  1.00724663,1.466077e+00,1
20.2667,  1.07232231,1.675516e+00,1
20.3000,  0.95105652,1.884956e+00,0
20.3333,  0.89536188,2.094395e+00,1
20.3667,  0.77290133,2.303835e+00,1
20.4000,  0.55968755,2.513274e+00,1
20.4333,  0.40673664,2.722714e+00,0
20.4667,  0.20791169,2.932153e+00,0
20.5000, -0.01961532,3.141593e+00,1
20.5333, -0.20791169,3.351032e+00,0
20.5667, -0.31976704,3.560472e+00,1
20.6000, -0.52626731,3.769911e+00,1
20.6333, -0.73098827,3.979351e+00,1
20.6667, -0.84582638,4.188790e+00,1
20.7000, -0.90272268,4.398230e+00,1
20.7333, -1.08004680,4.607669e+00,1
20.7667, -1.02395964,4.817109e+00,1
20.8000, -0.87369044,5.026548e+00,1
20.8333, -0.94258428,5.235988e+00,1
20.8667, -0.75985007,5.445427e+00,1
20.9000, -0.58778525,5.654867e+00,0
20.9333, -0.37377773,5.864306e+00,1
20.9667, -0.19243662,6.073746e+00,1
21.0000,  0.10068477,6.283185e+00,1
21.0333,  0.20791169,2.094395e-01,0
21.0667,  0.46131652,4.188790e-01,1
21.1000,  0.55039073,6.283185e-01,1
21.1333,  0.84009946,8.377580e-01,1
21.1667,  0.89131212,1.047198e+00,1
21.2000,  0.89031013,1.256637e+00,1
