time_stamp,function,phase,has_anomaly
7.4667,  0.00000000,2.979068e+00,0
7.5000, -0.04575632,3.188717e+00,1
7.5333,  0.03568786,3.398365e+00,1
7.5667,  0.08072244,3.608014e+00,1
7.6000,  0.08796216,3.817663e+00,1
7.6333,  0.01547318,4.027312e+00,1
7.6667, -0.04636031,4.236961e+00,1
7.7000,  0.02396088,4.446610e+00,1
7.7333,  0.05104553,4.656259e+00,1
7.7667, -0.01667219,4.865908e+00,1
7.8000,  0.06529368,5.075557e+00,1
7.8333,  0.02033441,5.285206e+00,1
7.8667, -0.09676329,5.494855e+00,1
7.9000, -0.01455080,5.704504e+00,1
7.9333,  1.03358449,5.914153e+00,1
7.9667, -0.08064694,6.123802e+00,1
8.0000, -0.02139869,5.026548e-02,1
8.0333,  0.04907549,2.599144e-01,1
8.0667, -0.06320112,4.695634e-01,1
8.1000,  0.03866912,6.792123e-01,1
8.1333,  0.06701741,8.888613e-01,1
8.1667,  0.05399138,1.098510e+00,1
8.2000, -0.05557900,1.308159e+00,1
8.2333, -0.07539542,1.517808e+00,1
8.2667,  0.01563567,1.727457e+00,1
8.3000,  0.00000000,1.937106e+00,0
8.3333,  0.03434024,2.146755e+00,1
8.3667,  0.00000000,2.356404e+00,0
8.4000,  0.08139561,2.566053e+00,1
8.4333, -0.09470335,2.775702e+00,1
8.4667,  0.00000000,2.985351e+00,0
8.5000, -0.01688421,3.195000e+00,1
8.5333,  0.01397521,3.404649e+00,1
8.5667, -0.04830272,3.614298e+00,1
8.6000, -0.03081205,3.823947e+00,1
8.6333,  0.11839455,4.033596e+00,1
8.6667,  0.02719188,4.243244e+00,1
8.7000,  0.04772447,4.452893e+00,1
8.7333,  0.00000000,4.662542e+00,0
8.7667,  0.10905196,4.872191e+00,1
8.8000,  0.11572498,5.081840e+00,1
8.8333,  0.00000000,5.291489e+00,0
8.8667,  0.09356578,5.501138e+00,1
8.9000,  0.04013162,5.710787e+00,1
8.9333,  0.96439396,5.920436e+00,1
8.9667,  0.14217713,6.130085e+00,1
9.0000, -0.07830005,5.654867e-02,1
9.0333,  0.00000000,2.661976e-01,0
9.0667,  0.04603542,4.758466e-01,1
9.1000,  0.03172223,6.854955e-01,1
9.1333,  0.04117977,8.951445e-01,1
9.1667,  0.02210653,1.104793e+00,1
9.2000, -0.04717722,1.314442e+00,1
9.2333,  0.06179275,1.524091e+00,1
9.2667, -0.06526409,1.733740e+00,1
9.3000,  0.02909208,1.943389e+00,1
9.3333,  0.07103231,2.153038e+00,1
9.3667,  0.01426122,2.362687e+00,1
9.4000, -0.01093563,2.572336e+00,1
9.4333, -0.01409455,2.781985e+00,1
9.4667,  0.02869936,2.991634e+00,1
9.5000, -0.10269558,3.201283e+00,1
9.5333,  0.02837967,3.410932e+00,1
9.5667,  0.09562878,3.620581e+00,1
9.6000,  0.04684827,3.830230e+00,1
9.6333, -0.01910055,4.039879e+00,1
9.6667,  0.06112355,4.249528e+00,1
9.7000,  0.02774375,4.459177e+00,1
9.7333, -0.02952848,4.668826e+00,1
9.7667, -0.03404450,4.878475e+00,1
9.8000,  0.00000000,5.088123e+00,0
9.8333, -0.05346495,5.297772e+00,1
9.8667,  0.01742506,5.507421e+00,1
9.9000, -0.04201536,5.717070e+00,1
9.9333,  0.97851030,5.926719e+00,1
9.9667,  0.01732458,6.136368e+00,1
10.0000, -0.07728160,6.283185e-02,1
10.0333,  0.01271296,2.724808e-01,1
10.0667,  0.00000000,4.821298e-01,0
10.1000, -0.02904266,6.917787e-01,1
10.1333,  0.01408387,9.014277e-01,1
10.1667, -0.05908131,1.111077e+00,1
10.2000,  0.08121614,1.320726e+00,1
10.2333, -0.01535370,1.530375e+00,1
10.2667,  0.00000000,1.740023e+00,0
10.3000,  0.05008208,1.949672e+00,1
10.3333, -0.02785917,2.159321e+00,1
10.3667,  0.05073772,2.368970e+00,1
10.4000, -0.06511204,2.578619e+00,1
10.4333, -0.09416290,2.788268e+00,1
10.4667, -0.09913827,2.997917e+00,1
10.5000,  0.03077000,3.207566e+00,1
10.5333, -0.02004678,3.417215e+00,1
10.5667, -0.05725123,3.626864e+00,1
10.6000,  0.03086950,3.836513e+00,1
10.6333,  0.12671606,4.046162e+00,1
10.6667, -0.02505315,4.255811e+00,1
10.7000,  0.00000000,4.465460e+00,0
10.7333,  0.05542519,4.675109e+00,1
10.7667,  0.00000000,4.884758e+00,0
10.8000,  0.00000000,5.094407e+00,0
10.8333,  0.07543253,5.304056e+00,1
10.8667,  0.05592846,5.513705e+00,1
10.9000,  0.06612992,5.723353e+00,1
10.9333,  1.08044664,5.933002e+00,1
10.9667, -0.05744948,6.142651e+00,1
11.0000,  0.03625250,6.911504e-02,1
11.0333,  0.00000000,2.787640e-01,0
11.0667,  0.00000000,4.884129e-01,0
11.1000,  0.00000000,6.980619e-01,0
11.1333,  0.08245288,9.077108e-01,1
11.1667, -0.07369258,1.117360e+00,1
11.2000,  0.02662960,1.327009e+00,1
11.2333, -0.05969172,1.536658e+00,1
11.2667, -0.03956478,1.746307e+00,1
11.3000,  0.07356078,1.955956e+00,1
11.3333,  0.00000000,2.165605e+00,0
11.3667,  0.01316990,2.375253e+00,1
11.4000,  0.00000000,2.584902e+00,0
11.4333, -0.06000955,2.794551e+00,1
11.4667, -0.09206528,3.004200e+00,1
11.5000, -0.06816698,3.213849e+00,1
11.5333, -0.02531557,3.423498e+00,1
11.5667, -0.06274810,3.633147e+00,1
11.6000, -0.04631065,3.842796e+00,1
11.6333, -0.05283651,4.052445e+00,1
11.6667, -0.01396704,4.262094e+00,1
11.7000, -0.07219750,4.471743e+00,1
11.7333,  0.00000000,4.681392e+00,0
11.7667, -0.07258081,4.891041e+00,1
11.8000,  0.10422409,5.100690e+00,1
11.8333,  0.06652763,5.310339e+00,1
11.8667, -0.02005223,5.519988e+00,1
11.9000, -0.08318829,5.729637e+00,1
11.9333,  0.98865069,5.939286e+00,1
11.9667, -0.01428229,6.148935e+00,1
12.0000,  0.00000000,7.539822e-02,0
12.0333, -0.07128612,2.850472e-01,1
12.0667,  0.00000000,4.946961e-01,0
12.1000, -0.02927438,7.043451e-01,1
12.1333,  0.04710851,9.139940e-01,1
12.1667, -0.04399604,1.123643e+00,1
12.2000,  0.04037240,1.333292e+00,1
12.2333,  0.05022316,1.542941e+00,1
12.2667, -0.07478135,1.752590e+00,1
12.3000,  0.00000000,1.962239e+00,0
12.3333,  0.13472148,2.171888e+00,1
12.3667,  0.01495089,2.381537e+00,1
12.4000,  0.05543590,2.591186e+00,1
12.4333, -0.06574370,2.800835e+00,1
12.4667,  0.01606296,3.010484e+00,1
12.5000, -0.07331919,3.220132e+00,1
12.5333, -0.05186123,3.429781e+00,1
12.5667, -0.07596514,3.639430e+00,1
12.6000,  0.02898705,3.849079e+00,1
12.6333, -0.03774606,4.058728e+00,1
12.6667,  0.00000000,4.268377e+00,0
12.7000,  0.13858732,4.478026e+00,1
12.7333,  0.00000000,4.687675e+00,0
12.7667, -0.03618327,4.897324e+00,1
12.8000,  0.10163323,5.106973e+00,1
12.8333,  0.08582908,5.316622e+00,1
12.8667, -0.01409702,5.526271e+00,1
12.9000,  0.02837413,5.735920e+00,1
12.9333,  0.97216375,5.945569e+00,1
12.9667,  0.13280527,6.155218e+00,1
13.0000, -0.02107689,8.168141e-02,1
13.0333,  0.04211399,2.913304e-01,1
13.0667, -0.07272656,5.009793e-01,1
13.1000,  0.01655709,7.106283e-01,1
13.1333,  0.05712614,9.202772e-01,1
13.1667,  0.06314282,1.129926e+00,1
13.2000,  0.01828163,1.339575e+00,1
13.2333,  0.00000000,1.549224e+00,0
13.2667,  0.00000000,1.758873e+00,0
13.3000,  0.01057198,1.968522e+00,1
13.3333,  0.00000000,2.178171e+00,0
13.3667,  0.00000000,2.387820e+00,0
13.4000,  0.00000000,2.597469e+00,0
13.4333, -0.02865100,2.807118e+00,1
13.4667, -0.05988060,3.016767e+00,1
13.5000,  0.01358422,3.226416e+00,1
13.5333,  0.00000000,3.436065e+00,0
13.5667, -0.07864988,3.645714e+00,1
13.6000,  0.02038276,3.855363e+00,1
13.6333, -0.08937787,4.065011e+00,1
13.6667,  0.00000000,4.274660e+00,0
13.7000, -0.04228969,4.484309e+00,1
13.7333, -0.02298343,4.693958e+00,1
13.7667,  0.00000000,4.903607e+00,0
13.8000,  0.06231115,5.113256e+00,1
13.8333, -0.13774972,5.322905e+00,1
13.8667,  0.00000000,5.532554e+00,0
13.9000,  0.05521556,5.742203e+00,1
13.9333,  0.95247603,5.951852e+00,1
13.9667, -0.01822012,6.161501e+00,1
14.0000,  0.01286205,8.796459e-02,1
14.0333,  0.01224390,2.976135e-01,1
14.0667, -0.05115902,5.072625e-01,1
14.1000, -0.04124348,7.169114e-01,1
14.1333, -0.01791028,9.265604e-01,1
14.1667,  0.00000000,1.136209e+00,0
14.2000, -0.08531730,1.345858e+00,1
14.2333, -0.06478458,1.555507e+00,1
14.2667,  0.01673658,1.765156e+00,1
14.3000,  0.04827749,1.974805e+00,1
14.3333, -0.05414652,2.184454e+00,1
14.3667,  0.00000000,2.394103e+00,0
14.4000, -0.02388143,2.603752e+00,1
14.4333,  0.00000000,2.813401e+00,0
14.4667,  0.04387939,3.023050e+00,1
14.5000,  0.06531200,3.232699e+00,1
14.5333, -0.03814327,3.442348e+00,1
14.5667, -0.03705569,3.651997e+00,1
14.6000,  0.06437330,3.861646e+00,1
14.6333, -0.01470687,4.071295e+00,1
14.6667,  0.01597028,4.280944e+00,1
14.7000,  0.04273713,4.490593e+00,1
14.7333,  0.00000000,4.700241e+00,0
14.7667,  0.02803549,4.909890e+00,1
14.8000,  0.08127502,5.119539e+00,1
14.8333, -0.01454195,5.329188e+00,1
14.8667,  0.00000000,5.538837e+00,0
14.9000,  0.00000000,5.748486e+00,0
14.9333,  1.04533916,5.958135e+00,1
14.9667,  0.04529685,6.167784e+00,1
15.0000,  0.00000000,9.424778e-02,0
15.0333, -0.07898928,3.038967e-01,1
15.0667,  0.01877946,5.135457e-01,1
15.1000,  0.02287047,7.231946e-01,1
15.1333, -0.07667829,9.328436e-01,1
15.1667, -0.02790237,1.142493e+00,1
15.2000,  0.07053116,1.352141e+00,1
15.2333, -0.04471580,1.561790e+00,1
15.2667, -0.02987280,1.771439e+00,1
15.3000, -0.03511245,1.981088e+00,1
15.3333, -0.02359454,2.190737e+00,1
15.3667,  0.00000000,2.400386e+00,0
15.4000,  0.00000000,2.610035e+00,0
15.4333,  0.00000000,2.819684e+00,0
15.4667,  0.00000000,3.029333e+00,0
15.5000, -0.02999387,3.238982e+00,1
15.5333, -0.06219159,3.448631e+00,1
15.5667, -0.02626016,3.658280e+00,1
15.6000,  0.11747219,3.867929e+00,1
15.6333, -0.03819019,4.077578e+00,1
15.6667,  0.00000000,4.287227e+00,0
15.7000, -0.01529953,4.496876e+00,1
15.7333, -0.04168682,4.706525e+00,1
15.7667, -0.01537180,4.916174e+00,1
15.8000, -0.07739638,5.125823e+00,1
15.8333, -0.02539116,5.335472e+00,1
15.8667,  0.03638126,5.545120e+00,1
15.9000,  0.08600530,5.754769e+00,1
15.9333,  1.06244861,5.964418e+00,1
15.9667,  0.03997248,6.174067e+00,1
16.0000,  0.05408857,1.005310e-01,1
16.0333,  0.04238097,3.101799e-01,1
16.0667,  0.06153768,5.198289e-01,1
16.1000,  0.00000000,7.294778e-01,0
16.1333,  0.00000000,9.391268e-01,0
16.1667,  0.03063909,1.148776e+00,1
16.2000,  0.00000000,1.358425e+00,0
16.2333,  0.01517356,1.568074e+00,1
16.2667, -0.04709872,1.777723e+00,1
16.3000,  0.00000000,1.987372e+00,0
16.3333,  0.01076309,2.197020e+00,1
16.3667,  0.02639407,2.406669e+00,1
16.4000,  0.05019324,2.616318e+00,1
16.4333,  0.00000000,2.825967e+00,0
16.4667,  0.07692546,3.035616e+00,1
16.5000,  0.02198105,3.245265e+00,1
16.5333, -0.03591997,3.454914e+00,1
16.5667, -0.02170542,3.664563e+00,1
16.6000, -0.02283796,3.874212e+00,1
16.6333,  0.00000000,4.083861e+00,0
16.6667, -0.01545294,4.293510e+00,1
16.7000,  0.07765439,4.503159e+00,1
16.7333,  0.01319458,4.712808e+00,1
16.7667,  0.07264039,4.922457e+00,1
16.8000,  0.02503455,5.132106e+00,1
16.8333,  0.07222983,5.341755e+00,1
16.8667, -0.05864792,5.551404e+00,1
16.9000, -0.08932183,5.761053e+00,1
16.9333,  1.00000000,5.970702e+00,0
16.9667, -0.13210926,6.180351e+00,1
17.0000,  0.05728338,1.068142e-01,1
17.0333, -0.01938413,3.164631e-01,1
17.0667, -0.04333962,5.261120e-01,1
17.1000,  0.01809198,7.357610e-01,1
17.1333, -0.06140708,9.454099e-01,1
17.1667, -0.03613413,1.155059e+00,1
17.2000,  0.00000000,1.364708e+00,0
17.2333, -0.01928246,1.574357e+00,1
17.2667, -0.08644443,1.784006e+00,1
17.3000,  0.03364847,1.993655e+00,1
17.3333,  0.00000000,2.203304e+00,0
17.3667,  0.06505491,2.412953e+00,1
17.4000, -0.11819779,2.622602e+00,1
17.4333, -0.09519859,2.832250e+00,1
17.4667, -0.17250396,3.041899e+00,1
17.5000,  0.16391193,3.251548e+00,1
17.5333,  0.04224012,3.461197e+00,1
17.5667, -0.06513782,3.670846e+00,1
17.6000, -0.04798710,3.880495e+00,1
17.6333, -0.07524481,4.090144e+00,1
17.6667, -0.06794187,4.299793e+00,1
17.7000,  0.01486448,4.509442e+00,1
17.7333,  0.00000000,4.719091e+00,0
17.7667, -0.07261849,4.928740e+00,1
17.8000, -0.07507457,5.138389e+00,1
17.8333, -0.01024452,5.348038e+00,1
17.8667, -0.08477889,5.557687e+00,1
17.9000,  0.08507356,5.767336e+00,1
17.9333,  0.94852659,5.976985e+00,1
17.9667,  0.00000000,6.186634e+00,0
18.0000,  0.06193276,1.130973e-01,1
18.0333, -0.03190928,3.227463e-01,1
18.0667, -0.02037166,5.323952e-01,1
18.1000,  0.01104435,7.420442e-01,1
18.1333,  0.01359627,9.516931e-01,1
18.1667, -0.07305715,1.161342e+00,1
18.2000,  0.05902971,1.370991e+00,1
18.2333,  0.03923315,1.580640e+00,1
18.2667, -0.12176210,1.790289e+00,1
18.3000,  0.05819997,1.999938e+00,1
18.3333, -0.02204050,2.209587e+00,1
18.3667, -0.03142746,2.419236e+00,1
18.4000,  0.03224142,2.628885e+00,1
18.4333,  0.02331557,2.838534e+00,1
18.4667,  0.03210779,3.048183e+00,1
18.5000,  0.05638334,3.257832e+00,1
18.5333, -0.05778982,3.467481e+00,1
18.5667, -0.08540829,3.677129e+00,1
18.6000,  0.00000000,3.886778e+00,0
18.6333,  0.03232452,4.096427e+00,1
18.6667,  0.03434274,4.306076e+00,1
18.7000, -0.02955487,4.515725e+00,1
18.7333, -0.08480243,4.725374e+00,1
18.7667,  0.03198799,4.935023e+00,1
18.8000, -0.05094454,5.144672e+00,1
18.8333, -0.06326746,5.354321e+00,1
18.8667,  0.01432575,5.563970e+00,1
18.9000,  0.05350163,5.773619e+00,1
18.9333,  1.01805896,5.983268e+00,1
18.9667, -0.08915932,6.192917e+00,1
19.0000, -0.02430872,1.193805e-01,1
19.0333,  0.03028989,3.290295e-01,1
19.0667, -0.06266770,5.386784e-01,1
19.1000, -0.01218717,7.483274e-01,1
19.1333,  0.05760476,9.579763e-01,1
19.1667,  0.00000000,1.167625e+00,0
19.2000, -0.01230125,1.377274e+00,1
19.2333,  0.01926967,1.586923e+00,1
19.2667, -0.04021510,1.796572e+00,1
19.3000,  0.07247533,2.006221e+00,1
19.3333,  0.01118441,2.215870e+00,1
19.3667, -0.03428620,2.425519e+00,1
19.4000,  0.01903661,2.635168e+00,1
19.4333,  0.00000000,2.844817e+00,0
19.4667,  0.00000000,3.054466e+00,0
19.5000,  0.02056289,3.264115e+00,1
19.5333,  0.11376781,3.473764e+00,1
19.5667,  0.01813582,3.683413e+00,1
19.6000, -0.04124666,3.893062e+00,1
19.6333,  0.06610618,4.102711e+00,1
19.6667,  0.05762294,4.312360e+00,1
19.7000, -0.09760840,4.522008e+00,1
19.7333,  0.03045004,4.731657e+00,1
19.7667,  0.05102591,4.941306e+00,1
19.8000,  0.02835791,5.150955e+00,1
19.8333,  0.03741534,5.360604e+00,1
19.8667, -0.07476586,5.570253e+00,1
19.9000, -0.02912290,5.779902e+00,1
19.9333,  1.04604049,5.989551e+00,1
19.9667, -0.14224904,6.199200e+00,1
20.0000,  0.00000000,1.256637e-01,0
20.0333,  0.00000000,3.353127e-01,0
20.0667, -0.07092547,5.449616e-01,1
20.1000,  0.01819557,7.546106e-01,1
20.1333,  0.00000000,9.642595e-01,0
20.1667,  0.09200362,1.173908e+00,1
20.2000,  0.01447363,1.383557e+00,1
20.2333, -0.06044159,1.593206e+00,1
20.2667,  0.00000000,1.802855e+00,0
20.3000, -0.01506607,2.012504e+00,1
20.3333, -0.02495707,2.222153e+00,1
20.3667,  0.01805222,2.431802e+00,1
20.4000, -0.05789592,2.641451e+00,1
20.4333, -0.01791840,2.851100e+00,1
20.4667, -0.03133678,3.060749e+00,1
20.5000,  0.00000000,3.270398e+00,0
20.5333,  0.00000000,3.480047e+00,0
20.5667, -0.10759250,3.689696e+00,1
20.6000, -0.05161868,3.899345e+00,1
20.6333, -0.05524958,4.108994e+00,1
20.6667, -0.04214242,4.318643e+00,1
20.7000,  0.07588625,4.528292e+00,1
20.7333,  0.08007150,4.737941e+00,1
20.7667, -0.01759187,4.947590e+00,1
20.8000, -0.05983210,5.157239e+00,1
20.8333, -0.06404311,5.366887e+00,1
20.8667,  0.00000000,5.576536e+00,0
20.9000,  0.02274525,5.786185e+00,1
20.9333,  1.00000000,5.995834e+00,0
20.9667, -0.07275758,6.205483e+00,1
21.0000,  0.00000000,1.319469e-01,0
21.0333, -0.03439631,3.415958e-01,1
21.0667,  0.06245415,5.512448e-01,1
21.1000, -0.07739185,7.608937e-01,1
