time,function,period,anomaly,anomaly_score,anomaly_likelihood
14.8333,-0.8660254,26,0,0.025000000000000001,0.27425311800000007
14.8667,-0.74314483,27,0,0.0,0.24196365200000003
14.9,-0.58778525,28,0,0.025000000000000001,0.24196365200000003
14.9333,-0.40673664,29,0,0.025000000000000001,0.24196365200000003
14.9667,-0.20791169,30,0,0.025000000000000001,0.27425311800000007
15.0,-0.0,1,0,0.025000000000000001,0.24196365200000003
15.0333,0.20791169,2,0,0.025000000000000001,0.24196365200000003
15.0667,0.40673664,3,0,0.025000000000000001,0.27425311800000007
15.1,0.58778525,4,0,0.025000000000000001,0.34457825800000008
15.1333,0.74314483,5,0,0.0,0.27425311800000007
15.1667,0.8660254,6,0,0.0,0.24196365200000003
15.2,0.95105652,7,0,0.0,0.24196365200000003
15.2333,0.9945219,8,0,0.0,0.18406012500000002
15.2667,0.9945219,9,0,0.0,0.15865525400000002
15.3,0.95105652,10,0,0.025000000000000001,0.15865525400000002
15.3333,0.8660254,11,0,0.025000000000000001,0.15865525400000002
15.3667,0.74314483,12,0,0.025000000000000001,0.15865525400000002
15.4,0.58778525,13,0,0.025000000000000001,0.15865525400000002
15.4333,0.40673664,14,0,0.0,0.11506967000000001
15.4667,0.20791169,15,0,0.0,0.11506967000000001
15.5,0.0,16,0,0.0,0.11506967000000001
15.5333,-0.20791169,17,0,0.0,0.11506967000000001
15.5667,-0.40673664,18,0,0.025000000000000001,0.15865525400000002
15.6,-0.58778525,19,0,0.025000000000000001,0.18406012500000002
15.6333,-0.74314483,20,0,0.0,0.15865525400000002
15.6667,-0.8660254,21,0,0.050000000000000003,0.18406012500000002
15.7,-0.95105652,22,0,0.025000000000000001,0.18406012500000002
15.7333,-0.9945219,23,0,0.025000000000000001,0.18406012500000002
15.7667,-0.9945219,24,0,0.025000000000000001,0.24196365200000003
15.8,-0.95105652,25,0,0.025000000000000001,0.27425311800000007
15.8333,-0.8660254,26,0,0.025000000000000001,0.34457825800000008
15.8667,-0.74314483,27,0,0.0,0.34457825800000008
15.9,-0.58778525,28,0,0.025000000000000001,0.34457825800000008
15.9333,-0.40673664,29,0,0.025000000000000001,0.34457825800000008
15.9667,-0.20791169,30,0,0.050000000000000003,0.46017216299999997
16.0,-0.0,1,0,0.050000000000000003,0.46017216299999997
16.0333,0.20791169,2,0,0.025000000000000001,0.46017216299999997
16.0667,0.40673664,3,0,0.025000000000000001,0.46017216299999997
16.1,0.58778525,4,0,0.050000000000000003,0.5
16.1333,0.74314483,5,0,0.025000000000000001,0.5
16.1667,0.8660254,6,0,0.025000000000000001,0.5
16.2,0.95105652,7,0,0.025000000000000001,0.53982783700000003
16.2333,0.9945219,8,0,0.0,0.5
16.2667,0.9945219,9,0,0.0,0.46017216299999997
16.3,0.95105652,10,0,0.025000000000000001,0.38208857800000007
16.3333,0.8660254,11,0,0.025000000000000001,0.34457825800000008
16.3667,0.74314483,12,0,0.025000000000000001,0.34457825800000008
16.4,0.58778525,13,0,0.025000000000000001,0.34457825800000008
16.4333,0.40673664,14,0,0.0,0.24196365200000003
16.4667,0.20791169,15,0,0.0,0.18406012500000002
16.5,0.0,16,0,0.025000000000000001,0.18406012500000002
16.5333,-0.20791169,17,0,0.025000000000000001,0.18406012500000002
16.5667,-0.40673664,18,0,0.025000000000000001,0.24196365200000003
16.6,-0.58778525,19,0,0.025000000000000001,0.27425311800000007
16.6333,-0.74314483,20,0,0.0,0.24196365200000003
16.6667,-0.8660254,21,0,0.050000000000000003,0.27425311800000007
16.7,-0.95105652,22,0,0.050000000000000003,0.34457825800000008
16.7333,-0.9945219,23,0,0.050000000000000003,0.38208857800000007
16.7667,-0.9945219,24,0,0.050000000000000003,0.5
16.8,-0.95105652,25,0,0.074999999999999997,0.65542174199999992
16.8333,-0.8660254,26,0,0.025000000000000001,0.65542174199999992
16.8667,-0.74314483,27,0,0.0,0.61791142199999993
16.9,-0.58778525,28,0,0.025000000000000001,0.61791142199999993
16.9333,-0.40673664,29,0,0.025000000000000001,0.61791142199999993
16.9667,-0.20791169,30,0,0.050000000000000003,0.72574688199999993
17.0,0.0,1,0,0.050000000000000003,0.72574688199999993
17.0333,0.20791169,2,0,0.025000000000000001,0.65542174199999992
17.0667,0.40673664,3,0,0.025000000000000001,0.61791142199999993
17.1,0.58778525,4,0,0.050000000000000003,0.61791142199999993
17.1333,0.74314483,5,0,0.0,0.46017216299999997
17.1667,0.8660254,6,0,0.0,0.38208857800000007
17.2,0.95105652,7,0,0.0,0.38208857800000007
17.2333,0.9945219,8,0,0.0,0.34457825800000008
17.2667,0.9945219,9,0,0.0,0.27425311800000007
17.3,0.95105652,10,0,0.025000000000000001,0.24196365200000003
17.3333,0.8660254,11,0,0.0,0.15865525400000002
17.3667,0.74314483,12,0,0.0,0.11506967000000001
17.4,0.58778525,13,0,0.0,0.096800485000000047
17.4333,0.40673664,14,0,0.0,0.054799291999999999
17.4667,0.20791169,15,0,0.025000000000000001,0.080756658999999953
17.5,0.0,16,0,0.0,0.080756658999999953
17.5333,-0.20791169,17,0,0.0,0.080756658999999953
17.5667,-0.40673664,18,0,0.0,0.080756658999999953
17.6,-0.58778525,19,0,0.0,0.080756658999999953
